Date,Open,High,Low,Close,Volume
2025-02-03,525.0,558.0,516.0,546.1500244140625,7442129
2025-02-04,556.0,579.9000244140625,545.4000244140625,576.75,12290382
2025-02-05,577.0,590.7999877929688,568.4000244140625,571.2999877929688,6953215
2025-02-06,570.0,570.0,554.3499755859375,566.3499755859375,6345455
2025-02-07,567.9000244140625,579.0999755859375,554.8499755859375,559.5499877929688,5747620
2025-02-10,561.7000122070312,566.5999755859375,546.5,560.7999877929688,4253881
2025-02-11,566.0,566.0,534.0,538.5499877929688,6416783
2025-02-12,538.5499877929688,551.5,527.0,547.1500244140625,5467745
2025-02-13,547.0,560.25,538.0,548.6500244140625,5723009
2025-02-14,550.9500122070312,554.9500122070312,526.7999877929688,539.1500244140625,6763071
2025-02-17,537.0,553.0,525.0999755859375,550.3499755859375,4397756
2025-02-18,550.9500122070312,554.4500122070312,539.0999755859375,553.3499755859375,2988732
2025-02-19,547.7999877929688,559.75,546.5,557.7999877929688,4066886
2025-02-20,557.0,582.25,557.0,580.8499755859375,7590778
2025-02-21,580.8499755859375,594.7000122070312,576.7000122070312,585.0999755859375,9328402
2025-02-24,576.0,581.75,568.7999877929688,577.2000122070312,4523171
2025-02-25,581.7999877929688,586.75,571.5,574.25,6222936
2025-02-27,581.2999877929688,608.7999877929688,580.2999877929688,606.7999877929688,17099035
2025-02-28,609.9500122070312,620.0,602.25,617.2999877929688,23771834
2025-03-03,625.2999877929688,630.0,614.9000244140625,621.2999877929688,10284029
2025-03-04,618.5999755859375,635.4000244140625,613.4000244140625,632.9000244140625,5369562
2025-03-05,626.5999755859375,637.5,621.5,631.2999877929688,9532495
2025-03-06,638.7999877929688,650.7999877929688,637.0,644.3499755859375,8075827
2025-03-07,644.3499755859375,647.6500244140625,627.4500122070312,630.8499755859375,5829062
2025-03-10,631.5499877929688,641.5,622.8499755859375,625.5999755859375,4906168
2025-03-11,624.2000122070312,640.0,615.5499877929688,638.25,6734891
2025-03-12,639.0,647.25,629.0999755859375,636.9500122070312,5378060
2025-03-13,638.0,644.0,617.5,619.5499877929688,5273706
2025-03-17,613.4000244140625,629.5,613.4000244140625,623.25,4548324
2025-03-18,623.25,623.25,623.25,623.25,0
2025-03-19,645.7000122070312,677.5999755859375,637.6500244140625,667.9500122070312,9823834
2025-03-20,690.0,695.0,665.0,667.9000244140625,8747482
2025-03-21,669.0499877929688,679.0,667.6500244140625,676.7999877929688,6365496
2025-03-24,677.0,694.9000244140625,674.0,682.0,4983671
2025-03-25,688.0,688.0,667.7000122070312,678.3499755859375,5257157
2025-03-26,678.7999877929688,680.9000244140625,669.25,672.0,4792266
2025-03-27,670.0,684.4000244140625,666.2000122070312,678.5,4628163
2025-03-28,682.0,685.0,650.1500244140625,656.0,6806264
2025-04-01,652.0,653.9000244140625,633.9000244140625,637.4500122070312,7600903
2025-04-02,640.0,644.0,630.5,639.4000244140625,4387926
2025-04-03,633.0,660.5499877929688,632.0,654.1500244140625,3704676
2025-04-04,655.5,665.0,649.5,653.5999755859375,5191619
2025-04-07,596.0,629.9500122070312,589.25,614.0,15188995
2025-04-08,623.7000122070312,648.2999877929688,623.0499877929688,641.4500122070312,10415072
2025-04-09,647.9500122070312,647.9500122070312,619.0,624.5499877929688,9235529
2025-04-11,627.0,648.6500244140625,627.0,638.7999877929688,7102851
2025-04-15,651.9500122070312,674.5499877929688,649.1500244140625,672.0,6085948
2025-04-16,672.6500244140625,678.0,662.4500122070312,676.0499877929688,6571065
2025-04-17,677.0,695.6500244140625,668.5499877929688,691.75,5771289
2025-04-21,698.75,717.5,690.5,703.0,6740583
2025-04-22,703.0,709.9500122070312,700.0,703.5,3672514
2025-04-23,709.5,713.7999877929688,685.9000244140625,703.9000244140625,5442424
2025-04-24,704.0,705.5,694.5,696.6500244140625,5010172
2025-04-25,698.9000244140625,705.5999755859375,635.0,655.2000122070312,9784886
2025-04-28,622.7000122070312,630.4000244140625,596.1500244140625,622.0,32221482
2025-04-29,625.0,630.7999877929688,610.2000122070312,614.7000122070312,10387632
2025-04-30,614.7000122070312,621.7999877929688,606.5,611.7000122070312,7374108
2025-05-02,611.7000122070312,616.2999877929688,599.5,603.5999755859375,7749204
2025-05-05,610.1500244140625,630.9000244140625,607.2000122070312,628.8499755859375,8616953
2025-05-06,628.7999877929688,631.8499755859375,617.0499877929688,623.4500122070312,5098276
2025-05-07,618.2000122070312,638.0,617.25,636.6500244140625,5983998
2025-05-08,635.0,640.7999877929688,607.0,615.7999877929688,10052396
2025-05-09,600.0,612.3499755859375,596.6500244140625,601.4500122070312,5637324
2025-05-12,611.0499877929688,648.0,611.0,645.9500122070312,9560644
