Date,Open,High,Low,Close,Volume
2026-06-19,176.75999450683594,181.47999572753906,174.88999938964844,180.8000030517578,37469436
2026-06-22,180.83999633789062,182.39999389648438,180.0,180.17999267578125,10368112
2026-06-23,179.5,179.5,174.0,174.49000549316406,23954730
2026-06-24,171.5,175.49000549316406,171.49000549316406,174.47999572753906,56627728
2026-06-25,176.0,176.38999938964844,172.69000244140625,175.0,21544904
2026-06-26,175.0,175.0,175.0,175.0,0
2026-06-29,176.27999877929688,176.69000244140625,174.60000610351562,175.47999572753906,24484011
2026-06-30,175.0,175.39999389648438,170.0500030517578,170.38999938964844,26845383
2026-07-01,171.0,172.14999389648438,169.25,170.1300048828125,34638511
2026-07-02,169.49000549316406,174.97000122070312,169.0,174.0,43447174
2026-07-03,176.1999969482422,178.13999938964844,174.58999633789062,176.0800018310547,29538753
2026-07-06,176.0800018310547,176.3000030517578,173.57000732421875,174.32000732421875,8304046
2026-07-07,173.89999389648438,176.1999969482422,172.77000427246094,173.0,18837725
2026-07-08,173.0,175.39999389648438,172.24000549316406,172.72000122070312,16482564
2026-07-09,173.0,174.2899932861328,171.64999389648438,172.75999450683594,10270117
2026-07-10,175.22999572753906,177.22000122070312,175.0,175.4600067138672,16249590
2026-07-13,174.60000610351562,179.9499969482422,174.36000061035156,178.42999267578125,22417855
2026-07-14,178.5,180.5,176.7100067138672,177.13999938964844,14461463
2026-07-15,175.1199951171875,176.60000610351562,174.49000549316406,174.64999389648438,10398720
2026-07-16,175.60000610351562,177.99000549316406,175.41000366210938,177.74000549316406,11184572
2026-07-17,173.5500030517578,176.25999450683594,173.5500030517578,176.0,22960032
